"Jerome Day (Tech & Gift Daily Wage),""191"",""Wage"",""-259.3795"",""2207629"""
"Jeffrey Switzer (Tech & Gift Daily Wage),""191"",""Wage"",""-188.6396"",""2207888"""
"Michael Kruger (Tech & Gift Daily Wage),""191"",""Wage"",""-188.6396"",""2208077"""
"Jimmy McKenna (Tech & Gift Daily Wage),""191"",""Wage"",""-196.4852"",""2208266"""
"Everett Beshears (Tech & Gift Daily Wage),""191"",""Wage"",""-247.2106"",""2208462"""
"Mark Powell (Tech & Gift Daily Wage),""191"",""Wage"",""-200.0321"",""2208710"""
"Everett Young (Tech & Gift Daily Wage),""191"",""Wage"",""-201.2156"",""2208910"""
"Richard Campbell (G&J Daily Wage),""191"",""Wage"",""-211.7602"",""2209111"""
"Mary Hagedorn (Rest $ Foods Daily Wage),""191"",""Wage"",""-268.5432"",""2209323"""
"Terri Buentello (Gift Dreams Daily Wage),""191"",""Wage"",""-76.28173"",""2209591"""
"Amy Stanford (G&J Daily Wage),""191"",""Wage"",""-90.44247"",""2209667"""
"Philip Kaiser (G&J Daily Wage),""191"",""Wage"",""-156.7836"",""2209758"""
"Sheila Johnson (G&J Daily Wage),""191"",""Wage"",""-204.6476"",""2209915"""
"Patsy Davison (G&J Daily Wage),""191"",""Wage"",""-121.3273"",""2210119"""
"Thelma Harris (G&J Daily Wage),""191"",""Wage"",""-81.59641"",""2210241"""
"Lois Perez (G&J Daily Wage),""191"",""Wage"",""-173.1867"",""2210322"""
"Leeann Burr (WareHouse Ray Daily Wage),""191"",""Wage"",""-146.2951"",""2210495"""
"Kathleen Hinds (HQ Ray Daily Wage),""191"",""Wage"",""-325.8668"",""2210642"""
"James Rodriguez (Unassigned Daily Wage,""191"",""Wage"",""-251.8039"",""2210967"""
"Michael Strickland (HQ Ray Daily Wage),""191"",""Wage"",""-325.4391"",""2211219"""
"Marshall Bailey (HQ Ray Daily Wage),""191"",""Wage"",""-322.8894"",""2211545"""
"Kyle Blackman (HQ Ray Daily Wage),""191"",""Wage"",""-322.919"",""2211868"""
"Brent Green (Rest $ Foods Daily Wage),""191"",""Wage"",""-47.80274"",""2212191"""
"Jason Tate (Gift Dreams Daily Wage),""191"",""Wage"",""-158.5102"",""2212238"""
"Anita Payne (Gift Dreams Daily Wage),""191"",""Wage"",""-100.7222"",""2212397"""
"Angela Munger (Gift Dreams Daily Wage),""191"",""Wage"",""-180"",""2212498"""
"Marjorie Weitzman (Gift Dreams Daily Wage),""191"",""Wage"",""-240"",""2212678"""
"Kathleen Myers (Rest $ Foods Daily Wage),""191"",""Wage"",""-110"",""2212918"""
"Lori Mitchell (Rest $ Foods Daily Wage),""191"",""Wage"",""-193.6561"",""2213028"""
"Tracy Stevens (Rest $ Foods Daily Wage),""191"",""Wage"",""-138.3013"",""2213221"""
"HRManager training for James Rodriguez,""191"",""Employee Training"",""-304.378"",""2213360"""
"Taxi Ride,""191"",""Taxi Ride"",""-73.48113"",""2213664"""
"Interior Designer,""191"",""Interior Designer"",""-7935.5"",""2213738"""
"Taxi Ride,""191"",""Taxi Ride"",""-102.5022"",""2221673"""
"Taxi Ride,""191"",""Taxi Ride"",""-113.125"",""2221776"""
"Taxi Ride,""191"",""Taxi Ride"",""-49.78254"",""2221889"""
"Silver Health Insurance (Joseph Halliday) - 10 Employees,""190"",""Health Insurance"",""-128.3533"",""2221938"""
"Gold Health Insurance (Thomas Giron) - 10 Employees,""190"",""Health Insurance"",""-182.0647"",""2222067"""
"Bronze Health Insurance (Marisol Hagen) - 16 Employees,""190"",""Health Insurance"",""-128"",""2222249"""
"Marisol Hagen training costs,""190"",""HR Training"",""-183.5195"",""2222377"""
"Theresa Mann training costs,""190"",""HR Training"",""-14.79222"",""2222560"""
"Randy Haugen training costs,""190"",""HR Training"",""-18.37245"",""2222575"""
"Silver Health Insurance (James Rodriguez) - 23 Employees,""190"",""Health Insurance"",""-317.4"",""2222593"""
"Marketing campaigns for G&J,""190"",""Marketing"",""-2500"",""2222911"""
"Marketing campaigns for Tech & Gift,""190"",""Marketing"",""-9500"",""2225411"""
"Marketing campaigns for Gift Dreams,""190"",""Marketing"",""-2500"",""2234911"""
"Marketing campaigns for L&G,""190"",""Marketing"",""-6500"",""2237411"""
"Marketing campaigns for Rest $ Foods,""190"",""Marketing"",""-2500"",""2243911"""
"Vantander Bank Loan Payment,""190"",""Loan Payment"",""-1520"",""2246411"""
"Vantander Bank Loan Payment,""190"",""Loan Payment"",""-1900"",""2247931"""
"53 4th Avenue Rent,""190"",""Rent"",""-110"",""2249831"""
"G&J Revenue,""190"",""Revenue"",""68959.2"",""2249941"""
"4 5th Avenue Rent,""190"",""Rent"",""-80"",""2180981"""
"14 6th Street Rent,""190"",""Rent"",""-422"",""2181061"""
"59 3rd Street Rent,""190"",""Rent"",""-76"",""2181483"""
"Gift Dreams Revenue,""190"",""Revenue"",""13445"",""2181559"""
"70 1st Street Rent,""190"",""Rent"",""-72"",""2168114"""
"46 4th Street Rent,""190"",""Rent"",""-531"",""2168186"""
"L&G Revenue,""190"",""Revenue"",""38100"",""2168717"""
"35 4th Avenue Rent,""190"",""Rent"",""-478"",""2130617"""
"13 Broadway Rent,""190"",""Rent"",""-1455"",""2131095"""
"Tech & Gifts Revenue,""190"",""Revenue"",""86784"",""2132550"""
"10 6th Street Rent,""190"",""Rent"",""-1266"",""2045766"""
"38 5th Avenue Rent,""190"",""Rent"",""-67"",""2047032"""
"Donald Simon (Tech & Gifts Daily Wage),""190"",""Wage"",""-140.8604"",""2047099"""
"Verna Jessup (Tech & Gifts Daily Wage),""190"",""Wage"",""-138.6284"",""2047240"""
"Megan Veney (Tech & Gifts Daily Wage),""190"",""Wage"",""-194.0681"",""2047379"""
"Tonya Carr (Tech & Gifts Daily Wage),""190"",""Wage"",""-179.7795"",""2047573"""
"Betty Williams (Tech & Gifts Daily Wage),""190"",""Wage"",""-185.8789"",""2047753"""
"Gerald Brown (Tech & Gifts Daily Wage),""190"",""Wage"",""-190.5863"",""2047939"""
"Steve Brooks (Tech & Gifts Daily Wage),""190"",""Wage"",""-144.708"",""2048129"""
"Timothy Sigler (Tech & Gifts Daily Wage),""190"",""Wage"",""-137.647"",""2048274"""
"Jimmy Hendrickson (Tech & Gifts Daily Wage),""190"",""Wage"",""-138.5482"",""2048412"""
"Sean Smith (Tech & Gifts Daily Wage),""190"",""Wage"",""-229.4116"",""2048550"""
"Thomas Blane (Tech & Gifts Daily Wage),""190"",""Wage"",""-138.5482"",""2048779"""
"Danielle Moore (Tech & Gifts Daily Wage),""190"",""Wage"",""-232.3487"",""2048918"""
"Robert West (Tech & Gifts Daily Wage),""190"",""Wage"",""-226.1062"",""2049150"""
"John Irwin (Tech & Gifts Daily Wage),""190"",""Wage"",""-192.944"",""2049376"""
"Paul Dixon (HQ Ray Daily Wage),""190"",""Wage"",""-341.9167"",""2049569"""
"Cole Van (L&G Daily Wage),""190"",""Wage"",""-61.45139"",""2049911"""
"James Lynch (HQ Ray Daily Wage),""190"",""Wage"",""-343.3367"",""2049973"""
"Patricia Koch (Logistic&Ray Daily Wage),""190"",""Wage"",""-161.2868"",""2050316"""
"Gerald Torres (Logistic&Ray Daily Wage),""190"",""Wage"",""-161.2868"",""2050477"""
"Joseph Halliday (HQ Ray Daily Wage),""190"",""Wage"",""-348.523"",""2050639"""
"Thomas Giron (HQ Ray Daily Wage),""190"",""Wage"",""-359.559"",""2050987"""
"Marisol Hagen (HQ Ray Daily Wage),""190"",""Wage"",""-339.7172"",""2051347"""
"Theresa Mann (HQ Ray Daily Wage),""190"",""Wage"",""-352.9337"",""2051686"""
"Randy Haugen (HQ Ray Daily Wage),""190"",""Wage"",""-350.7277"",""2052039"""
"Robert Willis (L&G Daily Wage),""190"",""Wage"",""-703.2378"",""2052390"""
"Charles Stein (L&G Daily Wage),""190"",""Wage"",""-707.3986"",""2053093"""
"Adriana Mercedes (L&G Daily Wage),""190"",""Wage"",""-711.5614"",""2053801"""
"Robert Quinlan (L&G Daily Wage),""190"",""Wage"",""-699.0792"",""2054512"""
"Janet Gonzalez (L&G Daily Wage),""190"",""Wage"",""-696.8844"",""2055211"""
"Lisa Turner (L&G Daily Wage),""190"",""Wage"",""-703.2378"",""2055908"""
"Janet Dodd (L&G Daily Wage),""190"",""Wage"",""-690.7683"",""2056611"""
"Stanley Turner (L&G Daily Wage),""190"",""Wage"",""-701.8013"",""2057302"""
"Leo Simmons (L&G Daily Wage),""190"",""Wage"",""-701.8213"",""2058004"""
"Jose Kimble (L&G Daily Wage),""190"",""Wage"",""-690.7683"",""2058706"""
"Sharon Snyder (L&G Daily Wage),""190"",""Wage"",""-460.5122"",""2059397"""
"John Vanwinkle (L&G Daily Wage),""190"",""Wage"",""-316.2495"",""2059857"""
"Phyllis Hoffer (L&G Daily Wage),""190"",""Wage"",""-711.5614"",""2060173"""
"Louise Smith (L&G Daily Wage),""190"",""Wage"",""-690.7683"",""2060885"""
"Gary Rhodes (L&G Daily Wage),""190"",""Wage"",""-699.0792"",""2061576"""
"Robert Cunningham (HQ Ray Daily Wage),""190"",""Wage"",""-119.2841"",""2062275"""
"John Lewis (HQ Ray Daily Wage),""190"",""Wage"",""-374.2989"",""2062394"""
"Richard Campbell (G&J Daily Wage),""190"",""Wage"",""-235.2891"",""2062768"""
"Scott Rowe (Gift Dreams Daily Wage),""190"",""Wage"",""-98.96257"",""2063003"""
"Terri Buentello (Gift Dreams Daily Wage),""190"",""Wage"",""-152.5635"",""2063102"""
"Philip Kaiser (G&J Daily Wage),""190"",""Wage"",""-201.579"",""2063255"""
"Sheila Johnson (G&J Daily Wage),""190"",""Wage"",""-204.6476"",""2063457"""
"Marilyn Perkins (G&J Daily Wage),""190"",""Wage"",""-149.1369"",""2063661"""
"Thelma Harris (G&J Daily Wage),""190"",""Wage"",""-81.59641"",""2063810"""
"Lois Perez (G&J Daily Wage),""190"",""Wage"",""-115.4578"",""2063892"""
"Leeann Burr (WareHouse Ray Daily Wage),""190"",""Wage"",""-146.2951"",""2064008"""
"Kathleen Hinds (HQ Ray Daily Wage),""190"",""Wage"",""-325.8668"",""2064154"""
"James Rodriguez (HQ Ray Daily Wage),""190"",""Wage"",""-251.8039"",""2064480"""
"Michael Strickland (HQ Ray Daily Wage),""190"",""Wage"",""-325.4391"",""2064731"""
"Marshall Bailey (HQ Ray Daily Wage),""190"",""Wage"",""-322.8894"",""2065057"""
"Kyle Blackman (HQ Ray Daily Wage),""190"",""Wage"",""-322.919"",""2065380"""
"Jason Tate (Gift Dreams Daily Wage),""190"",""Wage"",""-158.5102"",""2065703"""
"Anita Payne (Gift Dreams Daily Wage),""190"",""Wage"",""-40.2889"",""2065861"""
"Angela Munger (Gift Dreams Daily Wage),""190"",""Wage"",""-180"",""2065901"""
"Marjorie Weitzman (Gift Dreams Daily Wage),""190"",""Wage"",""-240"",""2066081"""
"Bank negative interest rate,""190"",""Bank Negative Interest Rate"",""-10383.53"",""2066321"""
"Delivery from United Ocean Import,""190"",""Import Delivery"",""-158372.9"",""2076705"""
"Delivery from JetCargo Imports,""190"",""Import Delivery"",""-382575.7"",""2235078"""
"Silver Health Insurance (Joseph Halliday) - 10 Employees,""189"",""Health Insurance"",""-128.3533"",""2617654"""
"Gold Health Insurance (Thomas Giron) - 10 Employees,""189"",""Health Insurance"",""-182.0647"",""2617782"""
"Bronze Health Insurance (Marisol Hagen) - 16 Employees,""189"",""Health Insurance"",""-128"",""2617964"""
"Marisol Hagen training costs,""189"",""HR Training"",""-219.3155"",""2618092"""
"Theresa Mann training costs,""189"",""HR Training"",""-14.5972"",""2618311"""
"Randy Haugen training costs,""189"",""HR Training"",""-18.17037"",""2618326"""
"Silver Health Insurance (James Rodriguez) - 23 Employees,""189"",""Health Insurance"",""-317.4"",""2618344"""
"Marketing campaigns for G&J,""189"",""Marketing"",""-2500"",""2618661"""
"Marketing campaigns for Tech & Gift,""189"",""Marketing"",""-9500"",""2621161"""
"Marketing campaigns for Gift Dreams,""189"",""Marketing"",""-2500"",""2630661"""
"Marketing campaigns for L&G,""189"",""Marketing"",""-6500"",""2633161"""
"Marketing campaigns for Rest $ Foods,""189"",""Marketing"",""-2500"",""2639661"""
"Vantander Bank Loan Payment,""189"",""Loan Payment"",""-1520"",""2642161"""
"Vantander Bank Loan Payment,""189"",""Loan Payment"",""-1900"",""2643681"""
"53 4th Avenue Rent,""189"",""Rent"",""-110"",""2645581"""
"4 5th Avenue Rent,""189"",""Rent"",""-80"",""2645691"""
"Tech & Gift Revenue,""189"",""Revenue"",""108746"",""2645771"""
"14 6th Street Rent,""189"",""Rent"",""-422"",""2537025"""
"59 3rd Street Rent,""189"",""Rent"",""-76"",""2537447"""
"70 1st Street Rent,""189"",""Rent"",""-72"",""2537523"""
"46 4th Street Rent,""189"",""Rent"",""-531"",""2537595"""
"35 4th Avenue Rent,""189"",""Rent"",""-478"",""2538126"""
"13 Broadway Rent,""189"",""Rent"",""-1455"",""2538604"""
"Tech & Gifts Revenue,""189"",""Revenue"",""83970"",""2540059"""
"10 6th Street Rent,""189"",""Rent"",""-1266"",""2456089"""
"Rest $ Foods Revenue,""189"",""Revenue"",""6741"",""2457355"""
"38 5th Avenue Rent,""189"",""Rent"",""-67"",""2450614"""
"Kelly Pederson (Tech & Gifts Daily Wage),""189"",""Wage"",""-170.9583"",""2450681"""
"Woodrow Paden (Tech & Gifts Daily Wage),""189"",""Wage"",""-145.5928"",""2450852"""
"Joann Carter (Tech & Gifts Daily Wage),""189"",""Wage"",""-281.1486"",""2450998"""
"Megan Veney (Tech & Gifts Daily Wage),""189"",""Wage"",""-216.1484"",""2451279"""
"Ann Focht (Tech & Gifts Daily Wage),""189"",""Wage"",""-264.9203"",""2451495"""
"Tonya Carr (Tech & Gifts Daily Wage),""189"",""Wage"",""-269.6693"",""2451760"""
"Stephen Michael (Tech & Gifts Daily Wage),""189"",""Wage"",""-335.5884"",""2452030"""
"Betty Williams (Tech & Gifts Daily Wage),""189"",""Wage"",""-232.3487"",""2452366"""
"Timothy Sigler (Tech & Gifts Daily Wage),""189"",""Wage"",""-229.4116"",""2452598"""
"Donald Chrisman (Tech & Gifts Daily Wage),""189"",""Wage"",""-198.5252"",""2452827"""
"Patricia Koch (Logistic&Ray Daily Wage),""189"",""Wage"",""-161.2868"",""2453026"""
"Gerald Torres (Logistic&Ray Daily Wage),""189"",""Wage"",""-161.2868"",""2453187"""
"Alvin Munoz (Tech & Gift Daily Wage),""189"",""Wage"",""-169.1686"",""2453348"""
"Edward Davis (Tech & Gift Daily Wage),""189"",""Wage"",""-150.0241"",""2453518"""
"Peggy Freese (Tech & Gift Daily Wage),""189"",""Wage"",""-147.3639"",""2453668"""
"Nick Vazquez (Tech & Gift Daily Wage),""189"",""Wage"",""-164.0888"",""2453815"""
"Michael Kruger (Tech & Gift Daily Wage),""189"",""Wage"",""-188.6396"",""2453979"""
"Georgia Adams (Tech & Gift Daily Wage),""189"",""Wage"",""-239.706"",""2454168"""
"Jess Kaplan (Tech & Gift Daily Wage),""189"",""Wage"",""-276.6714"",""2454407"""
"Mark Powell (Tech & Gift Daily Wage),""189"",""Wage"",""-200.0321"",""2454684"""
"Barbara Nieves (Tech & Gift Daily Wage),""189"",""Wage"",""-214.4096"",""2454884"""
"Everett Young (Tech & Gift Daily Wage),""189"",""Wage"",""-201.2156"",""2455099"""
"Mary Hagedorn (Rest $ Foods Daily Wage),""189"",""Wage"",""-244.1302"",""2455300"""
"Leeann Burr (WareHouse Ray Daily Wage),""189"",""Wage"",""-146.2951"",""2455544"""
"Margaret Brown (Rest $ Foods Daily Wage),""189"",""Wage"",""-45.64749"",""2455690"""
"Brent Green (Rest $ Foods Daily Wage),""189"",""Wage"",""-79.67123"",""2455736"""
"Kathleen Myers (Rest $ Foods Daily Wage),""189"",""Wage"",""-110"",""2455816"""
"Lori Mitchell (Rest $ Foods Daily Wage),""189"",""Wage"",""-193.6561"",""2455926"""
"Tracy Stevens (Rest $ Foods Daily Wage),""189"",""Wage"",""-184.4018"",""2456120"""
"Silver Health Insurance (Joseph Halliday) - 10 Employees,""188"",""Health Insurance"",""-128.3533"",""2456304"""
"Gold Health Insurance (Thomas Giron) - 10 Employees,""188"",""Health Insurance"",""-182.0647"",""2456432"""
"Bronze Health Insurance (Marisol Hagen) - 16 Employees,""188"",""Health Insurance"",""-128"",""2456614"""
"Marisol Hagen training costs,""188"",""HR Training"",""-268.7387"",""2456742"""
"Theresa Mann training costs,""188"",""HR Training"",""-14.38622"",""2457011"""
"Randy Haugen training costs,""188"",""HR Training"",""-17.96778"",""2457026"""
"Silver Health Insurance (James Rodriguez) - 23 Employees,""188"",""Health Insurance"",""-317.4"",""2457044"""
"James Rodriguez training costs,""188"",""HR Training"",""-82.64033"",""2457361"""
"Marketing campaigns for G&J,""188"",""Marketing"",""-2500"",""2457444"""
"Marketing campaigns for Tech & Gift,""188"",""Marketing"",""-9500"",""2459944"""
"Marketing campaigns for Gift Dreams,""188"",""Marketing"",""-2500"",""2469444"""
"Marketing campaigns for L&G,""188"",""Marketing"",""-6500"",""2471944"""
"Marketing campaigns for Rest $ Foods,""188"",""Marketing"",""-2500"",""2478444"""
"Vantander Bank Loan Payment,""188"",""Loan Payment"",""-1520"",""2480944"""
"Vantander Bank Loan Payment,""188"",""Loan Payment"",""-1900"",""2482464"""
"53 4th Avenue Rent,""188"",""Rent"",""-110"",""2484364"""
"G&J Revenue,""188"",""Revenue"",""68237.8"",""2484474"""
"4 5th Avenue Rent,""188"",""Rent"",""-80"",""2416236"""
"Tech & Gift Revenue,""188"",""Revenue"",""113973"",""2416316"""
"14 6th Street Rent,""188"",""Rent"",""-422"",""2302343"""
"59 3rd Street Rent,""188"",""Rent"",""-76"",""2302765"""
"Gift Dreams Revenue,""188"",""Revenue"",""16632"",""2302841"""
"70 1st Street Rent,""188"",""Rent"",""-72"",""2286209"""
"46 4th Street Rent,""188"",""Rent"",""-531"",""2286281"""
"L&G Revenue,""188"",""Revenue"",""5100"",""2286812"""
"35 4th Avenue Rent,""188"",""Rent"",""-478"",""2281712"""
"13 Broadway Rent,""188"",""Rent"",""-1455"",""2282190"""
"Tech & Gifts Revenue,""188"",""Revenue"",""102731"",""2283645"""
"10 6th Street Rent,""188"",""Rent"",""-1266"",""2180914"""
"Rest $ Foods Revenue,""188"",""Revenue"",""7218.3"",""2182180"""
"38 5th Avenue Rent,""188"",""Rent"",""-67"",""2174962"""
"Kelly Pederson (Tech & Gifts Daily Wage),""188"",""Wage"",""-153.8625"",""2175029"""
"Woodrow Paden (Tech & Gifts Daily Wage),""188"",""Wage"",""-145.5928"",""2175183"""
"Joann Carter (Tech & Gifts Daily Wage),""188"",""Wage"",""-278.5689"",""2175328"""
"Megan Veney (Tech & Gifts Daily Wage),""188"",""Wage"",""-190.4196"",""2175607"""
"Tonya Carr (Tech & Gifts Daily Wage),""188"",""Wage"",""-179.7795"",""2175797"""
"Stephen Michael (Tech & Gifts Daily Wage),""188"",""Wage"",""-215.7354"",""2175977"""
"Betty Williams (Tech & Gifts Daily Wage),""188"",""Wage"",""-232.3487"",""2176193"""
"Timothy Sigler (Tech & Gifts Daily Wage),""188"",""Wage"",""-229.4116"",""2176425"""
"Thomas Blane (Tech & Gifts Daily Wage),""188"",""Wage"",""-276.3245"",""2176654"""
"Tanya Sheehan (Tech & Gifts Daily Wage),""188"",""Wage"",""-217.4296"",""2176931"""
"Donald Chrisman (Tech & Gifts Daily Wage),""188"",""Wage"",""-198.5252"",""2177148"""
"Cole Van (L&G Daily Wage),""188"",""Wage"",""-60.09391"",""2177347"""
"Patricia Koch (Logistic&Ray Daily Wage),""188"",""Wage"",""-161.2868"",""2177407"""
"Gerald Torres (Logistic&Ray Daily Wage),""188"",""Wage"",""-161.2868"",""2177568"""
"Charles Stein (L&G Daily Wage),""188"",""Wage"",""-707.3986"",""2177729"""
"Janet Gonzalez (L&G Daily Wage),""188"",""Wage"",""-696.8844"",""2178437"""
"David Wilson (L&G Daily Wage),""188"",""Wage"",""-690.7683"",""2179134"""
"Leon Sadler (L&G Daily Wage),""188"",""Wage"",""-468.8252"",""2179824"""
"Leann Gonzalez (L&G Daily Wage),""188"",""Wage"",""-460.5122"",""2180293"""
"Stanley Turner (L&G Daily Wage),""188"",""Wage"",""-701.8013"",""2180754"""
"Latoya Thomas (L&G Daily Wage),""188"",""Wage"",""-699.0792"",""2181455"""
"Earl Manfredi (L&G Daily Wage),""188"",""Wage"",""-701.8322"",""2182154"""
"Sharon Snyder (L&G Daily Wage),""188"",""Wage"",""-460.5122"",""2182856"""
